ICAO;Type;ICAO-Type;W;C;AWC;Model
SNOS;Fixed-wing;1P/S;Light;F;I;VSR, Snoshoo VSR, SR-1 Snoshoo
SNS2;Fixed-wing;1P/S;Light;F;I;SORRELL, Guppy SORRELL, SNS-2 Guppy
SNS7;Fixed-wing;1P/S;Light;F;I;SORRELL, Hiperbipe SORRELL, SNS-7 Hiperbipe
SNS9;Fixed-wing;1P/S;Light;F;I;SORRELL, EXP-2 SORRELL, SNS-9 EXP-2
SNTA;Fixed-wing;1P/S;Light;F;I;AIRSPORT, Sonata
SOK2;Fixed-wing;1P/S;Light;F;I;SOKO, 2
SOKL;Fixed-wing;1P/S;Light;F;I;MRÁZ, M-1 Sokol MRÁZ, Sokol
SOL1;Fixed-wing;4E/S;Light;F;III;SOLAR IMPULSE, 1
SOL2;Fixed-wing;4E/S;Light;F;III;SOLAR IMPULSE, 2
SOLI;Fixed-wing;1P/S;Light;F;I;RUTAN, 77 Solitaire RUTAN, Solitaire
SONX;Fixed-wing;1P/S;Light;F;I;SONEX, Sonex
SORA;Fixed-wing;1P/S;Light;F;I;ACS, ACS-100 Sora ACS, Sora
;;;;;;LANSHE, SP-26
SP20;Fixed-wing;1P/S;Light;F;I;MICCO, SP-20 MICCO, SP-26
;;;;;;NEW MEYERS, SP-20
SP33;Fixed-wing;2J/S;Light;F;III;SPECTRUM, Independence SPECTRUM, S-33 Independence
SP55;Fixed-wing;1P/S;Light;F;I;TECHNOAVIA, SP-55
SP6E;Fixed-wing;1P/S;Light;F;I;SAUSER, P-6E Replica
;;;;;;SPARTAN, 7 Executive
SP7;Fixed-wing;1P/S;Light;F;I;SPARTAN, Executive
;;;;;;SPARTAN, UC-71 Executive
SP91;Fixed-wing;1P/S;Light;F;I;TECHNOAVIA, Slava TECHNOAVIA, SP-91 Slava
SP95;Fixed-wing;1P/S;Light;F;I;
SPA2;Fixed-wing;1P/S;Light;F;I;
SPAR;Fixed-wing;1P/S;Light;F;I;
SPC2;Fixed-wing;1P/S;Light;F;I;
SPDR;Fixed-wing;1P/S;Light;F;I;
SPEL;Fixed-wing;1P/S;Light;F;I;
SPGY;Gyrocopter;1P/S;Light;F;I;
SPHA;Gyrocopter;1P/S;Light;F;I;
SPIR;Fixed-wing;1P/S;Light;F;I;
SPIT;Fixed-wing;1P/S;Light;F;I;
SPOR;Fixed-wing;1P/S;Light;F;I;
SPR2;Fixed-wing;1P/S;Light;F;I;
SPRT;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
SPST;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
SPUP;Fixed-wing;1P/S;Light;F;I;
;;;;;;
SQ2T;Fixed-wing;1P/S;Light;F;I;
SQES;Fixed-wing;2P/S;Light;F;II;
SR01;Fixed-wing;1P/S;Light;F;I;
;;;;;;
SR20;Fixed-wing;1P/S;Light;F;I;1
;;;;;;
SR22;Fixed-wing;1P/S;Light;F;I;1
SR71*;Fixed-wing;2J/L;Medium;E;III;
SRAC;Fixed-wing;1P/S;Light;F;I;
SRAI;Fixed-wing;1P/S;Light;F;I;
;;;;;;
SRAS;Fixed-wing;1P/S;Light;F;I;
;;;;;;
SRAY;@Fixed-wing;1P/S;Light;F;I;
SREY;@Fixed-wing;1P/S;Light;F;I;
;;;;;;
SS2;Fixed-wing;1R/S;Medium;F;III;
;;;;;;
;;;;;;AERO COMMANDER, Ag Commander (S-2)
;;;;;;AERO COMMANDER, S-2 Ag Commander
;;;;;;AYRES, Bull Thrush
;;;;;;AYRES, S-2R-600 Thrush
;;;;;;AYRES, S-2R-R1340 Thrush
;;;;;;AYRES, S-2R-R1820 Bull Thrush
;;;;;;AYRES, S-2R-R3S Thrush
;;;;;;AYRES, Thrush
;;;;;;NORTH AMERICAN ROCKWELL, Ag Commander
SS2P;Fixed-wing;1P/S;Light;F;I;NORTH AMERICAN ROCKWELL, S-2 Ag Commander
;;;;;;NORTH AMERICAN ROCKWELL, S-2 Thrush Commander
;;;;;;NORTH AMERICAN ROCKWELL, Thrush Commander
;;;;;;ROCKWELL, S-2 Thrush Commander
;;;;;;ROCKWELL, Thrush Commander
;;;;;;SERV-AERO, S-2 Thrush (piston conversions)
;;;;;;SERV-AERO, Thrush (piston conversions)
;;;;;;SNOW, S-2
;;;;;;THRUSH, S-2R-R1340 Trush 400
;;;;;;THRUSH, Thrush 400
;;;;;;AYRES, S-2R-G Turbo Thrush
;;;;;;AYRES, S-2RHG-T34 Turbo Thrush
;;;;;;AYRES, S-2RHG-T65 Turbo Thrush
;;;;;;AYRES, S-2R-T11 Turbo Thrush
;;;;;;AYRES, S-2R-T15 Turbo Thrush
;;;;;;AYRES, S-2R-T34 Turbo Thrush
;;;;;;AYRES, S-2R-T41 Turbo Thrush
;;;;;;AYRES, S-2R-T45 Turbo Thrush
;;;;;;AYRES, S-2R-T65 Turbo Thrush
;;;;;;AYRES, Turbo Thrush (S-2R-G/T except T660)
;;;;;;AYRES, V-1 Vigilante
SS2T;Fixed-wing;1T/S;Light;F;I;AYRES, Vigilante
;;;;;;MARSH, Turbo Thrush
;;;;;;SERV-AERO, S-2 Thrush (turboprop conversions)
;;;;;;SERV-AERO, Thrush (turboprop conversions)
;;;;;;TERR-MAR, Turbo Sea Thrush
;;;;;;THRUSH, S-2RHG-T34 Turbo Thrush 510
;;;;;;THRUSH, S-2RHG-T65 Turbo Thrush 550
;;;;;;THRUSH, S-2R-T34 Turbo Thrush
;;;;;;THRUSH, S-2R-T65 Turbo Thrush 550
;;;;;;THRUSH, Turbo Thrush (S-2R-T34)
;;;;;;THRUSH, Turbo Thrush 510
;;;;;;THRUSH, Turbo Thrush 550
SSAB*;Fixed-wing;1J/S+;Medium;F;III;NORTH AMERICAN, F-100 Super Sabre NORTH AMERICAN, Super Sabre
SSC;Gyrocopter;1P/S;Light;F;I;BUTTERFLY, Super Sky Cycle
SSTM;@Fixed-wing;1P/S;Light;F;I;SG AVIATION, Sea Storm
;;;;;;PHILLIPS, Speedtwin
ST1;Fixed-wing;2P/S;Light;F;II;PHILLIPS, ST-1 Speedtwin SPEEDTWIN, E2E Speedtwin
;;;;;;SPEEDTWIN, Speedtwin
;;;;;;SOCATA, Diplomate
;;;;;;SOCATA, Provence
ST10;Fixed-wing;1P/S;Light;F;I;SOCATA, ST-10 Diplomate SOCATA, ST-10 Provence
;;;;;;SOCATA, ST-10 Super Horizon
;;;;;;SOCATA, Super Horizon
;;;;;;PANZL, S-330
ST30;Fixed-wing;1P/S;Light;F;I;STAUDACHER, S-300
;;;;;;WINGTIP TO WINGTIP, S-330
ST50;Fixed-wing;1T/S;Light;F;I;ISRAVIATION, ST-50
ST60;Fixed-wing;1P/S;Light;F;I;STAUDACHER, S-600
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
ST75;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
ST87;Fixed-wing;1P/S;Light;F;I;
STAL;Fixed-wing;1P/S;Light;F;I;
;;;;;;
STAR;Fixed-wing;2T/S+;Light;F;III;7
;;;;;;
STAT;Fixed-wing;1T/S;Light;F;I;
STCH;Fixed-wing;1P/S;Light;F;I;
STFF;Fixed-wing;1P/S;Light;F;I;
STIL;Fixed-wing;1P/S;Light;F;I;
;;;;;;
STLN;Fixed-wing;1T/S;Light;F;I;1
;;;;;;
;;;;;;
;;;;;;
STOR;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
STR2;Fixed-wing;1P/S;Light;F;I;
STRA;Fixed-wing;1P/S;Light;F;I;
STRE;Fixed-wing;1P/S;Light;F;I;
STRI;Fixed-wing;1P/S;Light;F;I;
;;;;;;
STRK*;Fixed-wing;1J/S+;Light;F;III;
;;;;;;
STRM;Fixed-wing;1P/S;Light;F;I;
STST;Fixed-wing;1P/S;Light;F;I;
SU15*;Fixed-wing;2J/S+;Medium;F;III;
;;;;;;
SU17*;Fixed-wing;1J/L;Medium;E;III;
;;;;;;
SU24*;Fixed-wing;2J/L;Medium;E;III;
;;;;;;
;;;;;;
SU25*;Fixed-wing;2J/L;Medium;E;III;
;;;;;;
;;;;;;
SU26;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
SU27*;Fixed-wing;2J/L;Medium;E;III;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
SU29;Fixed-wing;1P/S;Light;F;I;
SU31;Fixed-wing;1P/S;Light;F;I;
SU38;Fixed-wing;1P/S;Light;F;I;
SU7*;Fixed-wing;1J/S+;Medium;F;III;
SU80;Fixed-wing;2T/S+;Medium;F;III;
SU95;Fixed-wing;2J/L;Medium;D;III;
SUBA;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
SUCO;Helicopter;2T/S+;Medium;F;I;
;;;;;;
;;;;;;
SUNB;Fixed-wing;1P/S;Light;F;I;
SUNV;Fixed-wing;1P/S;Light;F;I;
SURN;Helicopter;2T/S+;Medium;F;I;
SURU;Fixed-wing;1P/S;Light;F;I;
SUSO;Fixed-wing;1P/S;Light;F;I;
;;;;;;
SV4;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
SVNH;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
SW18;Fixed-wing;1P/S;Light;F;I;
SW2;Fixed-wing;2T/S;Light;F;II;6
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
SW3;Fixed-wing;2T/S+;Light;F;III;5
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
SW4;Fixed-wing;2T/S+;Light/ Medium;;F;III
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
SWAK;Fixed-wing;1P/S;Light;;F;I
;;;;;;
;;;;;;
;;;;;;
SWAT;Fixed-wing;1P/S;Light;;F;I
;;;;;;
SWIF*;Fixed-wing;1J/S+;Medium;;F;III
SWIN;Fixed-wing;1P/S;Light;;F;I
SWOR;Fixed-wing;1P/S;Light;;F;I
SX30;Fixed-wing;1P/S;Light;;F;I
SYCA;Helicopter;1P/S;Light;;F;I
;;;;;;
SYMP;Fixed-wing;1P/S;Light;;F;I
;;;;;;
SYNC;Fixed-wing;1P/S;Light;;F;I
SZ45;Fixed-wing;1P/S;Light;;F;I
;;;;;;
SZ9M;Fixed-wing;1P/S;Light;;F;I
;;;;;;
T1*;Fixed-wing;1J/S;Light;;F;III
T10;Fixed-wing;1P/S;Light;;F;I
T101;Fixed-wing;1T/S;Light;;F;I
T134;Fixed-wing;2J/L;Medium;;D;III
T144;Fixed-wing;4J/H;Heavy;;C;III
T154;Fixed-wing;3J/L;Medium;;D;III
T160;Fixed-wing;4J/H;Heavy;B;III;TUPOLEV, Tu-160
;;;;;;CLASSIC SPORT, S-18
T18;Fixed-wing;1P/S;Light;F;I;SUNDERLAND, S-18 THORP, T-18 Tiger
;;;;;;THORP, Tiger
;;;;;;THK, Speedfire
T19;Fixed-wing;1P/S;Light;F;I;THK, T-19 Speedfire  THK, T-19 Türkkuşu
;;;;;;THK, Türkkuşu
;;;;;;NORTH AMERICAN, Buckeye
;;;;;;NORTH AMERICAN, T-2 Buckeye
T2*;Fixed-wing;2J/S+;Light;F;III;NORTH AMERICAN ROCKWELL, Buckeye NORTH AMERICAN ROCKWELL, T-2 Buckeye
;;;;;;ROCKWELL, Buckeye
;;;;;;ROCKWELL, T-2 Buckeye
;;;;;;TUPOLEV, Tu-204
T204;Fixed-wing;2J/L;Medium;D;III;TUPOLEV, Tu-214 TUPOLEV, Tu-224
;;;;;;TUPOLEV, Tu-234
;;;;;;CESSNA, Stationair TC
;;;;;;CESSNA, T206 Stationair TC
;;;;;;CESSNA, T206 Turbo Stationair
;;;;;;CESSNA, TP206 Turbo Super Skylane
;;;;;;CESSNA, TU206 Turbo Skywagon 206
;;;;;;CESSNA, TU206 Turbo Staionair
T206;Fixed-wing;1P/S;Light;F;I;CESSNA, TU206 Turbo Staionair 6
;;;;;;CESSNA, TU206 Turbo Super Skywagon
;;;;;;CESSNA, Turbo Skywagon 206
;;;;;;CESSNA, Turbo Staionair 6
;;;;;;CESSNA, Turbo Stationair
;;;;;;CESSNA, Turbo Super Skylane
;;;;;;CESSNA, Turbo Super Skywagon
T210;Fixed-wing;1P/S;Light;F;I;CESSNA, T210 Turbo Centurion CESSNA, Turbo Centurion
;;;;;;AD AEROSPACE, T-211
;;;;;;ADAMS, T-211
;;;;;;DM AEROSPACE, T-211
;;;;;;INDUS, Sky Skooter
;;;;;;INDUS, Sport E
;;;;;;INDUS, T-11 Sky Skooter
T211;Fixed-wing;1P/S;Light;F;I;INDUS, T-211 Sport E
;;;;;;INDUS, T-211 Thorpedo
;;;;;;INDUS, Thorpedo
;;;;;;STARPAC, Phoenix Flyer
;;;;;;TANEJA, T-211
;;;;;;THORP, T-211
;;;;;;VENTURE, T-211
T22M;Fixed-wing;2J/L;Medium;D;III;TUPOLEV, Tu-22M
;;;;;;ANDERSON-GREENWOOD, Aries
T250;Fixed-wing;1P/S;Light;F;I;ANDERSON-GREENWOOD, T-250 Aries BELLANCA, Aries
;;;;;;BELLANCA, T-250 Aries
;;;;;;HAMILTON, Nomair
;;;;;;HAMILTON, T-28 Nomair
;;;;;;NORTH AMERICAN, AT-28 Trojan
;;;;;;NORTH AMERICAN, T-28 Trojan
;;;;;;NORTH AMERICAN, Trojan
T28;Fixed-wing;1P/S;Light;F;I;PACAERO, Nomad
;;;;;;PACAERO, T-28 Nomad
;;;;;;PACIFIC AIRMOTIVE, Nomad
;;;;;;PACIFIC AIRMOTIVE, T-28 Nomad
;;;;;;SUD, Fennec
;;;;;;SUD, T-28 Fennec
T30;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
T33*;Fixed-wing;1J/L;Medium;F;III;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
T334;Fixed-wing;2J/L;Medium;D;III;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
T34P;Fixed-wing;1P/S;Light;F;I;1
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
T34T;Fixed-wing;1T/S;Light;F;I;
;;;;;;
;;;;;;
T35;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
T37*;Fixed-wing;2J/S;Light;F;III;
;;;;;;
;;;;;;
T38*;Fixed-wing;2J/S;Light;F;III;
;;;;;;
T4*;Fixed-wing;2J/S+;Medium;F;III;
T40;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
T411;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
T415;Fixed-wing;1P/S;Light;F;I;
T419;Fixed-wing;1P/S;Light;F;I;
;;;;;;
T5;Fixed-wing;1T/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
T50;Fixed-wing;2P/S;Light;F;II;
;;;;;;
;;;;;;
T50S*;Fixed-wing;2J/L;Medium;E;III;
T51;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
T6;Fixed-wing;1P/S;Light;F;I;2
;;;;;;
;;;;;;
;;;;;;
;;;;;;
T7;Fixed-wing;1T/S;Light;F;I;
;;;;;;
TA15;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
TA16;@Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
TA20;Fixed-wing;1P/S;Light;F;I;4
;;;;;;
;;;;;;
;;;;;;
TAA1;Fixed-wing;1P/S;Light;F;I;
TAGO;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
TAIL;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
TAMP;Fixed-wing;1P/S;Light;F;I;2
TARO;Fixed-wing;1P/S;Light;F;I;
TARR;Fixed-wing;1P/S;Light;F;I;
TAYA;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
TAYB;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
TAYD;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
TB05;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
TB20;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
TB21;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
TB30;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
TB31;Fixed-wing;1T/S;Light;F;I;
TBEE;@Fixed-wing;2P/S;Light;F;II;
;;;;;;
;;;;;;
TBM;Fixed-wing;1P/S+;Medium;F;III;
;;;;;;
;;;;;;
TBM7;Fixed-wing;1T/S;Light;F;I;5
TBM8;Fixed-wing;1T/S;Light;F;I;
TBM9;Fixed-wing;1T/S;Light;F;I;
TBR3;Fixed-wing;1P/S;Light;F;I;
TC2;Fixed-wing;1P/S;Light;F;I;
;;;;;;
TCAT;Fixed-wing;2P/S+;Medium;F;III;
;;;;;;
;;;;;;
TCOU;Fixed-wing;2P/S;Light;F;II;1
;;;;;;
TD1;Fixed-wing;1P/S;Light;F;I;
TD2;Fixed-wing;1T/S;Light;F;I;
TD3;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
TEAL;@Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
TERM;Fixed-wing;1P/S;Light;F;I;
TERR;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
TEX2;Fixed-wing;1T/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
TEXA;Fixed-wing;1P/S;Light;F;I;
;;;;;;
TF19;Fixed-wing;1P/S;Light;F;I;1
;;;;;;
TF21;Fixed-wing;1P/S;Light;F;I;4
;;;;;;
;;;;;;
;;;;;;
;;;;;;
TF22;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
TFK2;Fixed-wing;1P/S;Light;F;I;
;;;;;;
TFOC;Fixed-wing;1P/S;Light;F;I;
TFUN;Fixed-wing;1P/S;Light;F;I;
TGRS;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
TIGR;Helicopter;2T/S+;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
TIJU;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
TIPB;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
TJET;Fixed-wing;2J/S;Light;F;III;
;;;;;;
;;;;;;
;;;;;;
TL20;Fixed-wing;1P/S;Light;F;I;
;;;;;;
TL30;Fixed-wing;1P/S;Light;F;I;
TLEG;Fixed-wing;1T/S;Light;F;I;
TM5;Fixed-wing;1P/S;Light;F;I;
;;;;;;
TMOT;Fixed-wing;1P/S;Light;F;I;
;;;;;;
TMUS;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
TNAV;Fixed-wing;2P/S;Light;F;II;
;;;;;;
;;;;;;
TNDR;Fixed-wing;1P/S;Light;F;I;
;;;;;;
TOBA;Fixed-wing;1P/S;Light;F;I;2
;;;;;;
TOOT;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
TOR*;Fixed-wing;2J/L;Medium;E;III;
;;;;;;
;;;;;;
;;;;;;
TOUR;Fixed-wing;1P/S;Light;F;I;
;;;;;;
TOXO;Fixed-wing;1P/S;Light;F;I;
TP40;Fixed-wing;1P/S;Light;F;I;
;;;;;;
TPIL;Fixed-wing;1T/S;Light;F;I;
;;;;;;
TPIN;Fixed-wing;2P/S+;Light;F;III;
TR1;@Fixed-wing;1P/S;Light;F;I;
TR20;Fixed-wing;1P/S;Light;F;I;
TR26;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
TR55;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
TRAL;Fixed-wing;1P/S;Light;F;I;
TRAP;Fixed-wing;1P/S;Light;F;I;
TRBA;Fixed-wing;1P/S;Light;F;I;
TRDO;Fixed-wing;1P/S;Light;F;I;
TRF1;Fixed-wing;1P/S;Light;F;I;
;;;;;;
TRIM;Fixed-wing;3P/S+;Light;F;III;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
TRIS;Fixed-wing;3P/S;Light;F;III;2
;;;;;;
;;;;;;
;;;;;;
TRMA;Fixed-wing;3P/S;Light;F;III;
TRWN;Fixed-wing;2P/S;Light;F;II;
TS11*;Fixed-wing;1J/S;Light;F;III;
TS14;Fixed-wing;1P/S;Light;F;I;
TS1J;Fixed-wing;1J/S;Light;F;III;
TS8;Fixed-wing;1P/S;Light;F;I;
TSPT;Fixed-wing;1P/S;Light;F;I;
TSTN;Fixed-wing;1P/S;Light;F;I;
TSTR;Gyrocopter;1P/S;Light;F;I;
TT62;Fixed-wing;2P/S;Light;F;II;
TTRS;Fixed-wing;1P/S;Light;F;I;
TTWO;Fixed-wing;1P/S;Light;F;I;
TU16;Fixed-wing;2J/L;Medium;D;III;
TU22;Fixed-wing;2J/L;Medium;D;III;
TU4;Fixed-wing;4T/L;Medium;D;III;
;;;;;;
TU95;Fixed-wing;4T/H;Heavy;C;III;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
TUCA;Fixed-wing;1T/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
TUL3;Fixed-wing;1P/S;Light;F;I;
TUTR;Fixed-wing;1P/S;Light;F;I;
TVL4;Fixed-wing;1P/S;Light;F;I;
;;;;;;
TVLB;Fixed-wing;1P/S;Light;F;I;
;;;;;;
TWEN;Fixed-wing;1P/S;Light;F;I;
TWIR;Fixed-wing;2P/S;Light;F;II;
TWSP;Fixed-wing;1P/S;Light;F;I;
TWST;Fixed-wing;1P/S;Light;F;I;
TZRV*;Fixed-wing;1J/S;Light;F;III;
U15;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
U16;@Fixed-wing;2P/S+;Medium;F;III;4
;;;;;;
;;;;;;
U2*;Fixed-wing;1J/S+;Medium;F;III;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
U21;Fixed-wing;2T/S;Light;F;II;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
U22;Fixed-wing;1P/S;Light;F;I;
;;;;;;
UBAT;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
UF10;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
UF13;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
UFHT;Gyrocopter;1P/S;Light;F;I;
;;;;;;AGUSTA, AB-204
;;;;;;AGUSTA, AB-205
;;;;;;AGUSTA, Hkp3
;;;;;;AIDC, UH-1
;;;;;;BELL, 204
;;;;;;BELL, 205
;;;;;;BELL, 210
;;;;;;BELL, CH-118
;;;;;;BELL, CUH-1H
;;;;;;BELL, EH-1 Iroquois
;;;;;;BELL, HH-1 Iroquois
;;;;;;BELL, Huey
;;;;;;BELL, Iroquois
;;;;;;BELL, SH-1 Iroquois
;;;;;;BELL, TH-1E Iroquois
;;;;;;BELL, TH-1F Iroquois
;;;;;;BELL, TH-1H Iroquois
UH1;Helicopter;1T/S;Light;F;I;BELL, TH-1L Iroquois
;;;;;;BELL, UH-1A Iroquois
;;;;;;BELL, UH-1B Iroquois
;;;;;;BELL, UH-1C Iroquois
;;;;;;BELL, UH-1D Iroquois
;;;;;;BELL, UH-1E Iroquois
;;;;;;BELL, UH-1F Iroquois
;;;;;;BELL, UH-1H Iroquois
;;;;;;BELL, UH-1L Iroquois
;;;;;;BELL, UH-1M Iroquois
;;;;;;BELL, UH-1V Iroquois
;;;;;;DORNIER, UH-1
;;;;;;FUJI, 204
;;;;;;FUJI, 205
;;;;;;FUJI, UH-1
;;;;;;GLOBAL, Huey 800
;;;;;;PANHA, Shabaviz 2-75
;;;;;;UNC, Ultra Huey
;;;;;;FAIRCHILD HILLER, E4
;;;;;;FAIRCHILD HILLER, L3
;;;;;;FAIRCHILD HILLER, L4
;;;;;;FAIRCHILD HILLER, OH-23 Raven
;;;;;;FAIRCHILD HILLER, Raven
;;;;;;FAIRCHILD HILLER, SL3
;;;;;;FAIRCHILD HILLER, SL4
;;;;;;FAIRCHILD HILLER, UH-12E
;;;;;;HILLER, H-23 Raven
;;;;;;HILLER, HTE Raven
;;;;;;HILLER, OH-23 Raven
UH12;Helicopter;1P/S;Light;F;I;HILLER, Raven HILLER, UH-12B
;;;;;;HILLER, UH-12C
;;;;;;HILLER, UH-12E
;;;;;;HILLER, UH-12E3
;;;;;;HILLER, UH-12E4
;;;;;;HILLER, UH-12E5
;;;;;;HILLER, UH-12L3
;;;;;;HILLER, UH-12L4
;;;;;;HILLER, UH-12SL3
;;;;;;HILLER, UH-12SL4
;;;;;;ROGERSON HILLER, Hauler
;;;;;;ROGERSON HILLER, UH-12E Hauler
UH1Y;Helicopter;2T/S+;Medium;F;I;BELL, UH-1Y
UHEL;;;;;;(any manufacturer), Microlight helicopter (any manufacturer), Ultralight helicopter
;;;;;;STREAMLINE WELDING, 10 Ultimate Competitor
;;;;;;STREAMLINE WELDING, 10 Ultimate Winner
UL10;Fixed-wing;1P/S;Light;F;I;STREAMLINE WELDING, Ultimate Competitor STREAMLINE WELDING, Ultimate Winner
;;;;;;ULTIMATE, 10 Albertan
;;;;;;ULTIMATE, Albertan
;;;;;;STREAMLINE WELDING, 20 Ultimate Companion
UL20;Fixed-wing;1P/S;Light;F;I;STREAMLINE WELDING, Ultimate Companion
;;;;;;ULTIMATE, 20
UL2F;Fixed-wing;1P/S;Light;F;I;AEROS, Flamingo AEROS, UL-2000 Flamingo
;;;;;;3XTRIM, 3X-47 Ultra
UL45;Fixed-wing;1P/S;Light;F;I;3XTRIM, 450 Ultra
;;;;;;3XTRIM, Ultra
ULAC;;;;;;(any manufacturer), Microlight aircraft (any manufacturer), Ultralight aircraft
ULPA;Fixed-wing;1P/S;Light;F;I;ULLMANN, Panther
ULTS;Helicopter;1P/S;Light;F;I;AMERICAN SPORTSCOPTER, Ultrasport 496
;;;;;;AIR & SPACE, 18
UM18;Gyrocopter;1P/S;Light;F;I;FAIRCHILD (1), F-18 Flymobil FAIRCHILD (1), Flymobil
;;;;;;UMBAUGH, 18
;;;;;;NEIVA, N-621 Universal
UNIV;Fixed-wing;1P/S;Light;F;I;NEIVA, N-622 Universal NEIVA, T-25 Universal
;;;;;;NEIVA, Universal
URRA;Fixed-wing;1P/S;Light;F;I;IBIS (2), Arrow IBIS (2), Urraco
;;;;;;SHIN MEIWA, SS-2A
US1;@Fixed-wing;4T/L;Medium;D;III;SHIN MEIWA, US-1 SHINMAYWA, SS-2A
;;;;;;SHINMAYWA, US-1
US2;@Fixed-wing;4T/L;Medium;D;III;SHINMAYWA, US-2
